input	lexeme	candidate	obs.prob	tab.prob	beA	beB
word533_suff	A_s	A_s	0.5	2	0	1
word533_suff	A_s	B_s	0.5	2	1	0
word534_suff	A_s	A_s	0.5	12	0	1
word534_suff	A_s	B_s	0.5	12	1	0
word535_suff	A_s	A_s	0.5	1	0	1
word535_suff	A_s	B_s	0.5	1	1	0
word536_suff	A_s	A_s	0.5	1	0	1
word536_suff	A_s	B_s	0.5	1	1	0
word537_suff	A_s	A_s	0.5	1	0	1
word537_suff	A_s	B_s	0.5	1	1	0
word538_suff	A_s	A_s	0.5	22	0	1
word538_suff	A_s	B_s	0.5	22	1	0
word539_suff	A_s	A_s	0.5	71	0	1
word539_suff	A_s	B_s	0.5	71	1	0
word540_suff	A_s	A_s	0.5	1	0	1
word540_suff	A_s	B_s	0.5	1	1	0
word541_suff	A_s	A_s	0.5	148	0	1
word541_suff	A_s	B_s	0.5	148	1	0
word542_suff	A_s	A_s	0.5	4	0	1
word542_suff	A_s	B_s	0.5	4	1	0
word543_suff	A_s	A_s	0.5	58	0	1
word543_suff	A_s	B_s	0.5	58	1	0
word544_suff	A_s	A_s	0.5	2	0	1
word544_suff	A_s	B_s	0.5	2	1	0
word545_suff	A_s	A_s	0.5	1	0	1
word545_suff	A_s	B_s	0.5	1	1	0
word546_suff	A_s	A_s	0.5	50	0	1
word546_suff	A_s	B_s	0.5	50	1	0
word547_suff	A_s	A_s	0.5	1	0	1
word547_suff	A_s	B_s	0.5	1	1	0
word548_suff	A_s	A_s	0.5	1	0	1
word548_suff	A_s	B_s	0.5	1	1	0
word549_suff	A_s	A_s	0.5	183	0	1
word549_suff	A_s	B_s	0.5	183	1	0
word550_suff	A_s	A_s	0.5	2	0	1
word550_suff	A_s	B_s	0.5	2	1	0
word551_suff	A_s	A_s	0.5	1	0	1
word551_suff	A_s	B_s	0.5	1	1	0
word552_suff	A_s	A_s	0.5	1	0	1
word552_suff	A_s	B_s	0.5	1	1	0
word553_suff	A_s	A_s	0.5	6	0	1
word553_suff	A_s	B_s	0.5	6	1	0
word554_suff	A_s	A_s	0.5	13	0	1
word554_suff	A_s	B_s	0.5	13	1	0
word555_suff	A_s	A_s	0.5	2	0	1
word555_suff	A_s	B_s	0.5	2	1	0
word556_suff	A_s	A_s	0.5	2	0	1
word556_suff	A_s	B_s	0.5	2	1	0
word557_suff	A_s	A_s	0.5	829	0	1
word557_suff	A_s	B_s	0.5	829	1	0
word558_suff	A_s	A_s	0.5	2	0	1
word558_suff	A_s	B_s	0.5	2	1	0
word559_suff	A_s	A_s	0.5	53	0	1
word559_suff	A_s	B_s	0.5	53	1	0
word560_suff	A_s	A_s	0.5	4	0	1
word560_suff	A_s	B_s	0.5	4	1	0
word561_suff	A_s	A_s	0.5	786	0	1
word561_suff	A_s	B_s	0.5	786	1	0
word562_suff	A_s	A_s	0.5	2	0	1
word562_suff	A_s	B_s	0.5	2	1	0
word563_suff	A_s	A_s	0.5	6639	0	1
word563_suff	A_s	B_s	0.5	6639	1	0
word564_suff	A_s	A_s	0.5	1685	0	1
word564_suff	A_s	B_s	0.5	1685	1	0
word565_suff	A_s	A_s	0.5	4	0	1
word565_suff	A_s	B_s	0.5	4	1	0
word566_suff	A_s	A_s	0.5	3	0	1
word566_suff	A_s	B_s	0.5	3	1	0
word567_suff	A_s	A_s	0.5	93	0	1
word567_suff	A_s	B_s	0.5	93	1	0
word568_suff	A_s	A_s	0.5	1283	0	1
word568_suff	A_s	B_s	0.5	1283	1	0
word569_suff	A_s	A_s	0.5	3856	0	1
word569_suff	A_s	B_s	0.5	3856	1	0
word570_suff	A_s	A_s	0.5	26	0	1
word570_suff	A_s	B_s	0.5	26	1	0
word571_suff	A_s	A_s	0.5	3	0	1
word571_suff	A_s	B_s	0.5	3	1	0
word572_suff	A_s	A_s	0.5	1	0	1
word572_suff	A_s	B_s	0.5	1	1	0
word573_suff	A_s	A_s	0.5	3	0	1
word573_suff	A_s	B_s	0.5	3	1	0
word574_suff	A_s	A_s	0.5	2	0	1
word574_suff	A_s	B_s	0.5	2	1	0
word575_suff	A_s	A_s	0.5	3	0	1
word575_suff	A_s	B_s	0.5	3	1	0
word576_suff	A_s	A_s	0.5	11	0	1
word576_suff	A_s	B_s	0.5	11	1	0
word577_suff	A_s	A_s	0.5	3691	0	1
word577_suff	A_s	B_s	0.5	3691	1	0
word578_suff	A_s	A_s	0.5	128	0	1
word578_suff	A_s	B_s	0.5	128	1	0
word579_suff	A_s	A_s	0.5	8843	0	1
word579_suff	A_s	B_s	0.5	8843	1	0
word580_suff	A_s	A_s	0.5	7	0	1
word580_suff	A_s	B_s	0.5	7	1	0
word581_suff	A_s	A_s	0.5	26	0	1
word581_suff	A_s	B_s	0.5	26	1	0
word582_suff	A_s	A_s	0.5	104	0	1
word582_suff	A_s	B_s	0.5	104	1	0
word583_suff	A_s	A_s	0.5	13	0	1
word583_suff	A_s	B_s	0.5	13	1	0
word584_suff	A_s	A_s	0.5	35	0	1
word584_suff	A_s	B_s	0.5	35	1	0
word585_suff	A_s	A_s	0.5	11	0	1
word585_suff	A_s	B_s	0.5	11	1	0
word586_suff	A_s	A_s	0.5	2	0	1
word586_suff	A_s	B_s	0.5	2	1	0
word587_suff	A_s	A_s	0.5	1797	0	1
word587_suff	A_s	B_s	0.5	1797	1	0
word588_suff	A_s	A_s	0.5	2126	0	1
word588_suff	A_s	B_s	0.5	2126	1	0
word589_suff	A_s	A_s	0.5	2	0	1
word589_suff	A_s	B_s	0.5	2	1	0
word590_suff	A_s	A_s	0.5	1436	0	1
word590_suff	A_s	B_s	0.5	1436	1	0
word591_suff	A_s	A_s	0.5	1	0	1
word591_suff	A_s	B_s	0.5	1	1	0
word592_suff	A_s	A_s	0.5	1	0	1
word592_suff	A_s	B_s	0.5	1	1	0
word593_suff	A_s	A_s	0.5	3	0	1
word593_suff	A_s	B_s	0.5	3	1	0
word594_suff	A_s	A_s	0.5	143	0	1
word594_suff	A_s	B_s	0.5	143	1	0
word595_suff	A_s	A_s	0.5	41	0	1
word595_suff	A_s	B_s	0.5	41	1	0
word596_suff	A_s	A_s	0.5	8	0	1
word596_suff	A_s	B_s	0.5	8	1	0
word597_suff	A_s	A_s	0.5	9	0	1
word597_suff	A_s	B_s	0.5	9	1	0
word598_suff	A_s	A_s	0.5	1	0	1
word598_suff	A_s	B_s	0.5	1	1	0
word599_suff	A_s	A_s	0.5	2	0	1
word599_suff	A_s	B_s	0.5	2	1	0
word600_suff	A_s	A_s	0.5	2	0	1
word600_suff	A_s	B_s	0.5	2	1	0
word601_suff	A_s	A_s	0.5	200	0	1
word601_suff	A_s	B_s	0.5	200	1	0
word602_suff	A_s	A_s	0.5	2	0	1
word602_suff	A_s	B_s	0.5	2	1	0
word603_suff	A_s	A_s	0.5	20	0	1
word603_suff	A_s	B_s	0.5	20	1	0
word604_suff	A_s	A_s	0.5	1	0	1
word604_suff	A_s	B_s	0.5	1	1	0
word605_suff	A_s	A_s	0.5	1	0	1
word605_suff	A_s	B_s	0.5	1	1	0
word606_suff	A_s	A_s	0.5	206	0	1
word606_suff	A_s	B_s	0.5	206	1	0
word607_suff	A_s	A_s	0.5	826	0	1
word607_suff	A_s	B_s	0.5	826	1	0
word608_suff	A_s	A_s	0.5	4	0	1
word608_suff	A_s	B_s	0.5	4	1	0
word609_suff	A_s	A_s	0.5	527	0	1
word609_suff	A_s	B_s	0.5	527	1	0
word610_suff	A_s	A_s	0.5	1	0	1
word610_suff	A_s	B_s	0.5	1	1	0
word611_suff	A_s	A_s	0.5	1	0	1
word611_suff	A_s	B_s	0.5	1	1	0
word612_suff	A_s	A_s	0.5	5	0	1
word612_suff	A_s	B_s	0.5	5	1	0
word613_suff	A_s	A_s	0.5	90	0	1
word613_suff	A_s	B_s	0.5	90	1	0
word614_suff	A_s	A_s	0.5	1	0	1
word614_suff	A_s	B_s	0.5	1	1	0
word615_suff	A_s	A_s	0.5	1	0	1
word615_suff	A_s	B_s	0.5	1	1	0
word616_suff	A_s	A_s	0.5	1	0	1
word616_suff	A_s	B_s	0.5	1	1	0
word617_suff	A_s	A_s	0.5	1	0	1
word617_suff	A_s	B_s	0.5	1	1	0
word618_suff	A_s	A_s	0.5	163	0	1
word618_suff	A_s	B_s	0.5	163	1	0
word619_suff	A_s	A_s	0.5	158	0	1
word619_suff	A_s	B_s	0.5	158	1	0
word620_suff	A_s	A_s	0.5	1006	0	1
word620_suff	A_s	B_s	0.5	1006	1	0
word621_suff	A_s	A_s	0.5	1	0	1
word621_suff	A_s	B_s	0.5	1	1	0
word622_suff	A_s	A_s	0.5	244	0	1
word622_suff	A_s	B_s	0.5	244	1	0
word623_suff	A_s	A_s	0.5	7824	0	1
word623_suff	A_s	B_s	0.5	7824	1	0
word624_suff	A_s	A_s	0.5	250	0	1
word624_suff	A_s	B_s	0.5	250	1	0
word625_suff	A_s	A_s	0.5	419	0	1
word625_suff	A_s	B_s	0.5	419	1	0
word626_suff	A_s	A_s	0.5	1	0	1
word626_suff	A_s	B_s	0.5	1	1	0
word627_suff	A_s	A_s	0.5	3	0	1
word627_suff	A_s	B_s	0.5	3	1	0
word628_suff	A_s	A_s	0.5	993	0	1
word628_suff	A_s	B_s	0.5	993	1	0
word629_suff	A_s	A_s	0.5	2	0	1
word629_suff	A_s	B_s	0.5	2	1	0
word630_suff	A_s	A_s	0.5	1	0	1
word630_suff	A_s	B_s	0.5	1	1	0
word631_suff	A_s	A_s	0.5	7	0	1
word631_suff	A_s	B_s	0.5	7	1	0
word632_suff	A_s	A_s	0.5	1261	0	1
word632_suff	A_s	B_s	0.5	1261	1	0
word633_suff	A_s	A_s	0.5	5	0	1
word633_suff	A_s	B_s	0.5	5	1	0
word634_suff	A_s	A_s	0.5	20	0	1
word634_suff	A_s	B_s	0.5	20	1	0
word635_suff	A_s	A_s	0.5	146	0	1
word635_suff	A_s	B_s	0.5	146	1	0
word636_suff	A_s	A_s	0.5	687	0	1
word636_suff	A_s	B_s	0.5	687	1	0
word637_suff	A_s	A_s	0.5	28	0	1
word637_suff	A_s	B_s	0.5	28	1	0
word638_suff	A_s	A_s	0.5	2	0	1
word638_suff	A_s	B_s	0.5	2	1	0
word639_suff	A_s	A_s	0.5	4	0	1
word639_suff	A_s	B_s	0.5	4	1	0
word640_suff	A_s	A_s	0.5	3185	0	1
word640_suff	A_s	B_s	0.5	3185	1	0
word641_suff	A_s	A_s	0.5	1	0	1
word641_suff	A_s	B_s	0.5	1	1	0
word642_suff	A_s	A_s	0.5	62	0	1
word642_suff	A_s	B_s	0.5	62	1	0
word643_suff	A_s	A_s	0.5	745	0	1
word643_suff	A_s	B_s	0.5	745	1	0
word644_suff	A_s	A_s	0.5	1	0	1
word644_suff	A_s	B_s	0.5	1	1	0
word645_suff	A_s	A_s	0.5	4	0	1
word645_suff	A_s	B_s	0.5	4	1	0
word646_suff	A_s	A_s	0.5	4196	0	1
word646_suff	A_s	B_s	0.5	4196	1	0
word647_suff	A_s	A_s	0.5	163	0	1
word647_suff	A_s	B_s	0.5	163	1	0
word648_suff	A_s	A_s	0.5	1	0	1
word648_suff	A_s	B_s	0.5	1	1	0
word649_suff	A_s	A_s	0.5	957	0	1
word649_suff	A_s	B_s	0.5	957	1	0
word650_suff	A_s	A_s	0.5	262	0	1
word650_suff	A_s	B_s	0.5	262	1	0
word651_suff	A_s	A_s	0.5	28	0	1
word651_suff	A_s	B_s	0.5	28	1	0
word652_suff	A_s	A_s	0.5	12	0	1
word652_suff	A_s	B_s	0.5	12	1	0
word653_suff	A_s	A_s	0.5	5830	0	1
word653_suff	A_s	B_s	0.5	5830	1	0
word654_suff	A_s	A_s	0.5	1	0	1
word654_suff	A_s	B_s	0.5	1	1	0
word655_suff	A_s	A_s	0.5	1	0	1
word655_suff	A_s	B_s	0.5	1	1	0
word656_suff	A_s	A_s	0.5	3251	0	1
word656_suff	A_s	B_s	0.5	3251	1	0
word657_suff	A_s	A_s	0.5	2	0	1
word657_suff	A_s	B_s	0.5	2	1	0
word658_suff	A_s	A_s	0.5	6925	0	1
word658_suff	A_s	B_s	0.5	6925	1	0
word659_suff	A_s	A_s	0.5	10	0	1
word659_suff	A_s	B_s	0.5	10	1	0
word660_suff	A_s	A_s	0.5	142	0	1
word660_suff	A_s	B_s	0.5	142	1	0
word661_suff	A_s	A_s	0.5	5	0	1
word661_suff	A_s	B_s	0.5	5	1	0
word662_suff	A_s	A_s	0.5	34	0	1
word662_suff	A_s	B_s	0.5	34	1	0
word663_suff	A_s	A_s	0.5	1	0	1
word663_suff	A_s	B_s	0.5	1	1	0
word664_suff	A_s	A_s	0.5	4	0	1
word664_suff	A_s	B_s	0.5	4	1	0
word665_suff	A_s	A_s	0.5	595	0	1
word665_suff	A_s	B_s	0.5	595	1	0
word666_suff	A_s	A_s	0.5	21	0	1
word666_suff	A_s	B_s	0.5	21	1	0
word667_suff	A_s	A_s	0.5	1	0	1
word667_suff	A_s	B_s	0.5	1	1	0
word668_suff	A_s	A_s	0.5	2	0	1
word668_suff	A_s	B_s	0.5	2	1	0
word669_suff	A_s	A_s	0.5	90	0	1
word669_suff	A_s	B_s	0.5	90	1	0
word670_suff	A_s	A_s	0.5	41	0	1
word670_suff	A_s	B_s	0.5	41	1	0
word671_suff	A_s	A_s	0.5	1	0	1
word671_suff	A_s	B_s	0.5	1	1	0
word672_suff	A_s	A_s	0.5	5384	0	1
word672_suff	A_s	B_s	0.5	5384	1	0
word673_suff	A_s	A_s	0.5	1	0	1
word673_suff	A_s	B_s	0.5	1	1	0
word674_suff	A_s	A_s	0.5	1295	0	1
word674_suff	A_s	B_s	0.5	1295	1	0
word675_suff	A_s	A_s	0.5	93	0	1
word675_suff	A_s	B_s	0.5	93	1	0
word676_suff	A_s	A_s	0.5	2020	0	1
word676_suff	A_s	B_s	0.5	2020	1	0
word677_suff	A_s	A_s	0.5	1	0	1
word677_suff	A_s	B_s	0.5	1	1	0
word678_suff	A_s	A_s	0.5	308	0	1
word678_suff	A_s	B_s	0.5	308	1	0
word679_suff	A_s	A_s	0.5	15	0	1
word679_suff	A_s	B_s	0.5	15	1	0
word680_suff	A_s	A_s	0.5	3423	0	1
word680_suff	A_s	B_s	0.5	3423	1	0
word681_suff	A_s	A_s	0.5	83	0	1
word681_suff	A_s	B_s	0.5	83	1	0
word682_suff	A_s	A_s	0.5	899	0	1
word682_suff	A_s	B_s	0.5	899	1	0
word683_suff	A_s	A_s	0.5	2	0	1
word683_suff	A_s	B_s	0.5	2	1	0
word684_suff	A_s	A_s	0.5	1	0	1
word684_suff	A_s	B_s	0.5	1	1	0
word685_suff	A_s	A_s	0.5	15	0	1
word685_suff	A_s	B_s	0.5	15	1	0
word686_suff	A_s	A_s	0.5	79	0	1
word686_suff	A_s	B_s	0.5	79	1	0
word687_suff	A_s	A_s	0.5	1	0	1
word687_suff	A_s	B_s	0.5	1	1	0
word688_suff	A_s	A_s	0.5	11	0	1
word688_suff	A_s	B_s	0.5	11	1	0
word689_suff	A_s	A_s	0.5	1	0	1
word689_suff	A_s	B_s	0.5	1	1	0
word690_suff	A_s	A_s	0.5	4691	0	1
word690_suff	A_s	B_s	0.5	4691	1	0
word691_suff	A_s	A_s	0.5	1	0	1
word691_suff	A_s	B_s	0.5	1	1	0
word692_suff	A_s	A_s	0.5	784	0	1
word692_suff	A_s	B_s	0.5	784	1	0
word693_suff	A_s	A_s	0.5	4090	0	1
word693_suff	A_s	B_s	0.5	4090	1	0
word694_suff	A_s	A_s	0.5	4	0	1
word694_suff	A_s	B_s	0.5	4	1	0
word695_suff	A_s	A_s	0.5	10	0	1
word695_suff	A_s	B_s	0.5	10	1	0
word696_suff	A_s	A_s	0.5	1	0	1
word696_suff	A_s	B_s	0.5	1	1	0
word697_suff	A_s	A_s	0.5	821	0	1
word697_suff	A_s	B_s	0.5	821	1	0
word698_suff	A_s	A_s	0.5	2	0	1
word698_suff	A_s	B_s	0.5	2	1	0
word699_suff	A_s	A_s	0.5	169	0	1
word699_suff	A_s	B_s	0.5	169	1	0
word700_suff	A_s	A_s	0.5	1	0	1
word700_suff	A_s	B_s	0.5	1	1	0
word701_suff	A_s	A_s	0.5	1	0	1
word701_suff	A_s	B_s	0.5	1	1	0
word702_suff	A_s	A_s	0.5	1	0	1
word702_suff	A_s	B_s	0.5	1	1	0
word703_suff	A_s	A_s	0.5	103	0	1
word703_suff	A_s	B_s	0.5	103	1	0
word704_suff	A_s	A_s	0.5	27	0	1
word704_suff	A_s	B_s	0.5	27	1	0
word705_suff	A_s	A_s	0.5	13	0	1
word705_suff	A_s	B_s	0.5	13	1	0
word706_suff	A_s	A_s	0.5	3	0	1
word706_suff	A_s	B_s	0.5	3	1	0
word707_suff	A_s	A_s	0.5	21	0	1
word707_suff	A_s	B_s	0.5	21	1	0
word708_suff	A_s	A_s	0.5	698	0	1
word708_suff	A_s	B_s	0.5	698	1	0
word709_suff	A_s	A_s	0.5	37	0	1
word709_suff	A_s	B_s	0.5	37	1	0
word710_suff	A_s	A_s	0.5	2036	0	1
word710_suff	A_s	B_s	0.5	2036	1	0
word711_suff	A_s	A_s	0.5	1	0	1
word711_suff	A_s	B_s	0.5	1	1	0
word712_suff	A_s	A_s	0.5	1989	0	1
word712_suff	A_s	B_s	0.5	1989	1	0
word713_suff	A_s	A_s	0.5	57	0	1
word713_suff	A_s	B_s	0.5	57	1	0
word714_suff	A_s	A_s	0.5	1	0	1
word714_suff	A_s	B_s	0.5	1	1	0
word715_suff	A_s	A_s	0.5	9195	0	1
word715_suff	A_s	B_s	0.5	9195	1	0
word716_suff	A_s	A_s	0.5	6	0	1
word716_suff	A_s	B_s	0.5	6	1	0
word717_suff	A_s	A_s	0.5	1	0	1
word717_suff	A_s	B_s	0.5	1	1	0
word718_suff	A_s	A_s	0.5	198	0	1
word718_suff	A_s	B_s	0.5	198	1	0
word719_suff	A_s	A_s	0.5	26	0	1
word719_suff	A_s	B_s	0.5	26	1	0
word720_suff	A_s	A_s	0.5	62	0	1
word720_suff	A_s	B_s	0.5	62	1	0
word721_suff	A_s	A_s	0.5	353	0	1
word721_suff	A_s	B_s	0.5	353	1	0
word722_suff	A_s	A_s	0.5	2	0	1
word722_suff	A_s	B_s	0.5	2	1	0
word723_suff	A_s	A_s	0.5	17	0	1
word723_suff	A_s	B_s	0.5	17	1	0
word724_suff	A_s	A_s	0.5	17	0	1
word724_suff	A_s	B_s	0.5	17	1	0
word725_suff	A_s	A_s	0.5	1	0	1
word725_suff	A_s	B_s	0.5	1	1	0
word726_suff	A_s	A_s	0.5	7	0	1
word726_suff	A_s	B_s	0.5	7	1	0
word727_suff	A_s	A_s	0.5	18	0	1
word727_suff	A_s	B_s	0.5	18	1	0
word728_suff	A_s	A_s	0.5	4670	0	1
word728_suff	A_s	B_s	0.5	4670	1	0
word729_suff	A_s	A_s	0.5	75	0	1
word729_suff	A_s	B_s	0.5	75	1	0
word730_suff	A_s	A_s	0.5	151	0	1
word730_suff	A_s	B_s	0.5	151	1	0
word731_suff	A_s	A_s	0.5	2	0	1
word731_suff	A_s	B_s	0.5	2	1	0
word732_suff	A_s	A_s	0.5	13	0	1
word732_suff	A_s	B_s	0.5	13	1	0
word733_suff	A_s	A_s	0.5	1	0	1
word733_suff	A_s	B_s	0.5	1	1	0
word734_suff	A_s	A_s	0.5	4528	0	1
word734_suff	A_s	B_s	0.5	4528	1	0
word735_suff	A_s	A_s	0.5	71	0	1
word735_suff	A_s	B_s	0.5	71	1	0
word736_suff	A_s	A_s	0.5	1603	0	1
word736_suff	A_s	B_s	0.5	1603	1	0
word737_suff	A_s	A_s	0.5	7	0	1
word737_suff	A_s	B_s	0.5	7	1	0
word738_suff	A_s	A_s	0.5	1	0	1
word738_suff	A_s	B_s	0.5	1	1	0
word739_suff	A_s	A_s	0.5	89	0	1
word739_suff	A_s	B_s	0.5	89	1	0
word740_suff	A_s	A_s	0.5	1	0	1
word740_suff	A_s	B_s	0.5	1	1	0
word741_suff	A_s	A_s	0.5	6	0	1
word741_suff	A_s	B_s	0.5	6	1	0
word742_suff	A_s	A_s	0.5	4	0	1
word742_suff	A_s	B_s	0.5	4	1	0
word743_suff	A_s	A_s	0.5	33	0	1
word743_suff	A_s	B_s	0.5	33	1	0
word744_suff	A_s	A_s	0.5	777	0	1
word744_suff	A_s	B_s	0.5	777	1	0
word745_suff	A_s	A_s	0.5	5	0	1
word745_suff	A_s	B_s	0.5	5	1	0
word746_suff	A_s	A_s	0.5	1	0	1
word746_suff	A_s	B_s	0.5	1	1	0
word747_suff	A_s	A_s	0.5	3	0	1
word747_suff	A_s	B_s	0.5	3	1	0
word748_suff	A_s	A_s	0.5	1	0	1
word748_suff	A_s	B_s	0.5	1	1	0
word749_suff	A_s	A_s	0.5	974	0	1
word749_suff	A_s	B_s	0.5	974	1	0
word750_suff	A_s	A_s	0.5	66	0	1
word750_suff	A_s	B_s	0.5	66	1	0
word751_suff	A_s	A_s	0.5	26	0	1
word751_suff	A_s	B_s	0.5	26	1	0
word752_suff	A_s	A_s	0.5	145	0	1
word752_suff	A_s	B_s	0.5	145	1	0
word753_suff	A_s	A_s	0.5	1	0	1
word753_suff	A_s	B_s	0.5	1	1	0
word754_suff	A_s	A_s	0.5	362	0	1
word754_suff	A_s	B_s	0.5	362	1	0
word755_suff	A_s	A_s	0.5	3	0	1
word755_suff	A_s	B_s	0.5	3	1	0
word756_suff	A_s	A_s	0.5	3	0	1
word756_suff	A_s	B_s	0.5	3	1	0
word757_suff	A_s	A_s	0.5	9720	0	1
word757_suff	A_s	B_s	0.5	9720	1	0
word758_suff	A_s	A_s	0.5	4421	0	1
word758_suff	A_s	B_s	0.5	4421	1	0
word759_suff	A_s	A_s	0.5	84	0	1
word759_suff	A_s	B_s	0.5	84	1	0
word760_suff	A_s	A_s	0.5	1	0	1
word760_suff	A_s	B_s	0.5	1	1	0
word761_suff	A_s	A_s	0.5	8	0	1
word761_suff	A_s	B_s	0.5	8	1	0
word762_suff	A_s	A_s	0.5	1	0	1
word762_suff	A_s	B_s	0.5	1	1	0
word763_suff	A_s	A_s	0.5	1587	0	1
word763_suff	A_s	B_s	0.5	1587	1	0
word764_suff	A_s	A_s	0.5	13	0	1
word764_suff	A_s	B_s	0.5	13	1	0
word765_suff	A_s	A_s	0.5	22	0	1
word765_suff	A_s	B_s	0.5	22	1	0
word766_suff	A_s	A_s	0.5	18	0	1
word766_suff	A_s	B_s	0.5	18	1	0
word767_suff	A_s	A_s	0.5	374	0	1
word767_suff	A_s	B_s	0.5	374	1	0
word768_suff	A_s	A_s	0.5	1	0	1
word768_suff	A_s	B_s	0.5	1	1	0
word769_suff	A_s	A_s	0.5	1227	0	1
word769_suff	A_s	B_s	0.5	1227	1	0
word770_suff	A_s	A_s	0.5	3	0	1
word770_suff	A_s	B_s	0.5	3	1	0
word771_suff	A_s	A_s	0.5	42	0	1
word771_suff	A_s	B_s	0.5	42	1	0
word772_suff	A_s	A_s	0.5	10	0	1
word772_suff	A_s	B_s	0.5	10	1	0
word773_suff	A_s	A_s	0.5	3994	0	1
word773_suff	A_s	B_s	0.5	3994	1	0
word774_suff	A_s	A_s	0.5	1075	0	1
word774_suff	A_s	B_s	0.5	1075	1	0
word775_suff	A_s	A_s	0.5	1	0	1
word775_suff	A_s	B_s	0.5	1	1	0
word776_suff	A_s	A_s	0.5	123	0	1
word776_suff	A_s	B_s	0.5	123	1	0
word777_suff	A_s	A_s	0.5	39	0	1
word777_suff	A_s	B_s	0.5	39	1	0
word778_suff	A_s	A_s	0.5	7	0	1
word778_suff	A_s	B_s	0.5	7	1	0
word779_suff	A_s	A_s	0.5	14	0	1
word779_suff	A_s	B_s	0.5	14	1	0
word780_suff	A_s	A_s	0.5	167	0	1
word780_suff	A_s	B_s	0.5	167	1	0
word781_suff	A_s	A_s	0.5	9	0	1
word781_suff	A_s	B_s	0.5	9	1	0
word782_suff	A_s	A_s	0.5	1	0	1
word782_suff	A_s	B_s	0.5	1	1	0
word783_suff	A_s	A_s	0.5	2	0	1
word783_suff	A_s	B_s	0.5	2	1	0
word784_suff	A_s	A_s	0.5	2	0	1
word784_suff	A_s	B_s	0.5	2	1	0
word785_suff	A_s	A_s	0.5	1	0	1
word785_suff	A_s	B_s	0.5	1	1	0
word786_suff	A_s	A_s	0.5	8	0	1
word786_suff	A_s	B_s	0.5	8	1	0
word787_suff	A_s	A_s	0.5	147	0	1
word787_suff	A_s	B_s	0.5	147	1	0
word788_suff	A_s	A_s	0.5	2851	0	1
word788_suff	A_s	B_s	0.5	2851	1	0
word789_suff	A_s	A_s	0.5	1	0	1
word789_suff	A_s	B_s	0.5	1	1	0
word790_suff	A_s	A_s	0.5	7719	0	1
word790_suff	A_s	B_s	0.5	7719	1	0
word791_suff	A_s	A_s	0.5	262	0	1
word791_suff	A_s	B_s	0.5	262	1	0
word792_suff	A_s	A_s	0.5	1	0	1
word792_suff	A_s	B_s	0.5	1	1	0
word793_suff	A_s	A_s	0.5	57	0	1
word793_suff	A_s	B_s	0.5	57	1	0
word794_suff	A_s	A_s	0.5	6	0	1
word794_suff	A_s	B_s	0.5	6	1	0
word795_suff	A_s	A_s	0.5	2	0	1
word795_suff	A_s	B_s	0.5	2	1	0
word796_suff	A_s	A_s	0.5	6	0	1
word796_suff	A_s	B_s	0.5	6	1	0
word797_suff	A_s	A_s	0.5	7400	0	1
word797_suff	A_s	B_s	0.5	7400	1	0
word798_suff	A_s	A_s	0.5	4	0	1
word798_suff	A_s	B_s	0.5	4	1	0
word799_suff	A_s	A_s	0.5	453	0	1
word799_suff	A_s	B_s	0.5	453	1	0
word800_suff	A_s	A_s	0.5	9	0	1
word800_suff	A_s	B_s	0.5	9	1	0
word801_suff	A_s	A_s	0.5	1614	0	1
word801_suff	A_s	B_s	0.5	1614	1	0
word802_suff	A_s	A_s	0.5	17	0	1
word802_suff	A_s	B_s	0.5	17	1	0
word803_suff	A_s	A_s	0.5	1	0	1
word803_suff	A_s	B_s	0.5	1	1	0
word804_suff	A_s	A_s	0.5	1	0	1
word804_suff	A_s	B_s	0.5	1	1	0
word805_suff	A_s	A_s	0.5	2	0	1
word805_suff	A_s	B_s	0.5	2	1	0
word806_suff	A_s	A_s	0.5	6	0	1
word806_suff	A_s	B_s	0.5	6	1	0
word807_suff	A_s	A_s	0.5	4	0	1
word807_suff	A_s	B_s	0.5	4	1	0
word808_suff	A_s	A_s	0.5	10	0	1
word808_suff	A_s	B_s	0.5	10	1	0
word809_suff	A_s	A_s	0.5	41	0	1
word809_suff	A_s	B_s	0.5	41	1	0
word810_suff	A_s	A_s	0.5	1	0	1
word810_suff	A_s	B_s	0.5	1	1	0
word811_suff	A_s	A_s	0.5	883	0	1
word811_suff	A_s	B_s	0.5	883	1	0
word812_suff	A_s	A_s	0.5	1	0	1
word812_suff	A_s	B_s	0.5	1	1	0
word813_suff	A_s	A_s	0.5	1	0	1
word813_suff	A_s	B_s	0.5	1	1	0
word814_suff	A_s	A_s	0.5	1	0	1
word814_suff	A_s	B_s	0.5	1	1	0
word815_suff	A_s	A_s	0.5	1	0	1
word815_suff	A_s	B_s	0.5	1	1	0
word816_suff	A_s	A_s	0.5	5	0	1
word816_suff	A_s	B_s	0.5	5	1	0
word817_suff	A_s	A_s	0.5	17	0	1
word817_suff	A_s	B_s	0.5	17	1	0
word818_suff	A_s	A_s	0.5	15	0	1
word818_suff	A_s	B_s	0.5	15	1	0
word819_suff	A_s	A_s	0.5	11	0	1
word819_suff	A_s	B_s	0.5	11	1	0
word820_suff	A_s	A_s	0.5	9	0	1
word820_suff	A_s	B_s	0.5	9	1	0
word821_suff	A_s	A_s	0.5	12	0	1
word821_suff	A_s	B_s	0.5	12	1	0
